spine,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,P0,P1,P2,P3,Xbar,Ybar,State
1,0.729657233,0.571698725,-1.070942879,0.99928838,0.763116539,0.515228629,-0.977331936,0.998681903,0.780513167,0.523850501,-0.977721572,0.998699009,0.79627043,0.532718718,-0.977979004,0.998151839,0.705681682,0.487794071,-1.016647577,0.998998702,0.684911072,0.476271778,-1.016152501,0.999271452,0.663801432,0.464282811,-1.016686082,0.999251962,0.79789865,0.566114545,-0.503748775,0.997084677,0.612119555,0.468647957,-0.672807395,0.999480724,0.738991976,0.654945254,-0.898213565,0.999156356,0.669886231,0.625523329,-0.948467135,0.999686658,0.827075481,0.920439065,-0.212384105,0.978413701,0.344476283,0.834456503,-0.477074087,0.995943785,0.889265835,1.366897106,-0.078412786,0.037690293,0.21283105,1.302448988,-0.374618798,0.232277602,0.858684182,1.624454618,-0.389077365,0.011360624,0.247694179,1.607874393,-0.779083908,0.041711684,0.873150527,1.732078195,-0.485389471,0.015275854,0.236678362,1.721788883,-0.905515075,0.045871209,0.832962811,1.710227847,-0.544132531,0.02298235,0.283161461,1.710753083,-0.98812896,0.072278485,0.819060326,1.662902951,-0.434938133,0.021767007,0.293367803,1.662698269,-0.825006843,0.065330714,0.686360896,1.709725261,-0.014186786,0.000550758,0.37562567,1.665089726,0.018693585,0.000491283,0.636562824,2.374762535,-0.026660809,0.001674564,0.360426158,2.333284855,-0.048832327,0.000823811,0.60801971,2.977564573,0.65355742,0.000202443,0.344354123,2.920075178,0.462411314,5.12E-05,0.599890947,3.081934929,0.680276871,8.45E-05,0.326043665,3.017559052,0.491989911,0.000106804,0.577016413,3.157102346,0.03707879,0.000302867,0.404377937,3.103013754,-0.239654869,0.000342091,169,240,31,54,94,-324,2
1,0.730771542,0.573339105,-1.034129143,0.99945879,0.763809204,0.516458869,-0.941060245,0.99902761,0.781170011,0.524909198,-0.941331863,0.999035716,0.796848416,0.533621132,-0.941590309,0.998670936,0.706882298,0.48920545,-0.981186211,0.999253571,0.68612957,0.477927059,-0.980552673,0.9994452,0.664815664,0.465853214,-0.980997682,0.99943471,0.798699975,0.566720665,-0.465382874,0.997893393,0.612846792,0.469780803,-0.638278604,0.999597669,0.739899337,0.656440675,-0.860566318,0.999356151,0.671098173,0.626723349,-0.911712468,0.999750078,0.827567101,0.918723881,-0.175494313,0.982736051,0.347771257,0.830294728,-0.461190373,0.996506155,0.886457086,1.363083363,-0.004203657,0.038940113,0.220771953,1.289638519,-0.378644168,0.244650915,0.857244134,1.621973515,-0.272524387,0.011984893,0.250471085,1.593091488,-0.778624892,0.042822316,0.872560322,1.728482842,-0.359142333,0.015833313,0.234450623,1.703511357,-0.905655563,0.046839613,0.833426476,1.707777143,-0.423686743,0.023878859,0.28314212,1.697845221,-0.984776974,0.07327278,0.819729447,1.661893129,-0.319672585,0.022616694,0.294531882,1.651186585,-0.824153244,0.066343978,0.69048214,1.702175975,-0.007653202,0.000586027,0.382031351,1.658514738,0.012278843,0.000513437,0.640571833,2.365130186,-0.032881685,0.001606637,0.366940379,2.325367212,-0.072771296,0.000835024,0.613074005,2.970739603,0.620124161,0.000200544,0.352000594,2.914736748,0.388828695,5.02E-05,0.605397761,3.074484348,0.643435299,8.58E-05,0.333748311,3.011432648,0.41222173,0.000105302,0.58475554,3.147618294,-0.002375775,0.000313046,0.411282063,3.095188618,-0.311834127,0.000338175,171,242,32,54,93,-327,2
1,0.732672811,0.57392621,-0.995951474,0.999548793,0.765155137,0.517117858,-0.903124213,0.999205709,0.782510042,0.52549535,-0.903411865,0.99919641,0.798047364,0.534094572,-0.903631985,0.998924315,0.708538175,0.48985216,-0.943248928,0.999390304,0.687721252,0.478562444,-0.942700028,0.999536216,0.666289926,0.46636638,-0.943174541,0.999535203,0.799697995,0.567084074,-0.441148281,0.998251796,0.61389935,0.4700616,-0.613326192,0.999658644,0.741364241,0.656960189,-0.828217387,0.9994362,0.672799349,0.627113104,-0.879604697,0.999779284,0.826312542,0.917147458,-0.167334944,0.984360874,0.348324776,0.82979387,-0.447136581,0.996730328,0.885119617,1.359749436,-0.018656872,0.037057344,0.218206435,1.287732601,-0.369517148,0.241159528,0.852123737,1.613136888,-0.280026793,0.01242831,0.24959147,1.586143374,-0.75726372,0.043923158,0.866740108,1.717158079,-0.366246283,0.016616227,0.233741328,1.695283055,-0.88020438,0.048878297,0.827979386,1.694019198,-0.426194578,0.024933774,0.282590896,1.683742523,-0.957067013,0.076074556,0.814203084,1.650192976,-0.325337827,0.023894569,0.294126838,1.638564229,-0.801391482,0.069273323,0.69031328,1.696087122,-0.010774606,0.000565248,0.381573528,1.653373599,0.015404304,0.000489977,0.640001714,2.357507944,-0.021733407,0.001367309,0.366696298,2.320751429,-0.035913076,0.000745456,0.610598981,2.961910725,0.62549299,0.000175763,0.351011038,2.905792952,0.410816044,4.17E-05,0.602183461,3.064514637,0.650015891,7.80E-05,0.332391202,3.000736713,0.43500489,8.99E-05,0.584156871,3.139739275,0.029771645,0.000281382,0.408819914,3.087160587,-0.264937013,0.000293377,171,243,32,54,94,-328,2
0,0.588560224,0.533583581,-1.324925184,0.999190807,0.621098936,0.467123061,-1.249731421,0.998318911,0.641596913,0.467835993,-1.250428796,0.998619258,0.65567112,0.468053281,-1.250690222,0.998223364,0.555153489,0.467555374,-1.255152583,0.998432338,0.53361398,0.466899097,-1.254695654,0.99875313,0.517974675,0.46816203,-1.255383968,0.998708248,0.683995664,0.502061188,-0.768042445,0.998231053,0.493887812,0.497046262,-0.773658931,0.999110103,0.631195664,0.610765398,-1.140881777,0.999317408,0.547715783,0.607794642,-1.144204736,0.999539435,0.839400768,0.889340281,-0.435820341,0.984576344,0.346127808,0.86902225,-0.47506094,0.991971195,0.918717384,1.311809778,-0.491457224,0.069126844,0.25092411,1.300226212,-0.375974596,0.192795217,0.890110791,1.624901056,-1.048135877,0.011772137,0.257729113,1.606361628,-0.930371761,0.033080343,0.909033179,1.740504026,-1.215676069,0.017244738,0.239413738,1.723113537,-1.109953284,0.037446775,0.862991154,1.723167419,-1.303403616,0.027889842,0.277153343,1.709906459,-1.219647646,0.061857227,0.844882131,1.673879743,-1.111887097,0.027127281,0.293667316,1.662728548,-0.999584079,0.059076909,0.727884352,1.685242414,-0.051679622,0.000540107,0.411544621,1.66920805,0.057170756,0.000534836,0.692159295,2.342097282,-0.14011997,0.002939637,0.409479231,2.304471254,-0.251564324,0.001144174,0.684858441,2.936322451,0.482717752,0.00018525,0.401085794,2.907775402,0.195284396,5.79E-05,0.687645376,3.040372133,0.498766005,9.41E-05,0.396284699,3.013784647,0.213856414,8.58E-05,0.636258125,3.116000414,-0.232443973,0.00025146,0.449981779,3.082587242,-0.562850773,0.000469176,159,226,29,60,98,-296,2
0,0.583505869,0.524922907,-1.359851837,0.999311745,0.614742875,0.457636833,-1.275332332,0.998688877,0.635665774,0.45751971,-1.276097894,0.998932004,0.650875926,0.457638621,-1.276290059,0.998641133,0.546742141,0.461515486,-1.28425467,0.998742342,0.526149094,0.463312447,-1.283829451,0.998984993,0.511298001,0.4657543,-1.284436226,0.998941004,0.67718333,0.492756486,-0.772598624,0.998730302,0.485116392,0.496456832,-0.781145096,0.999269724,0.627900958,0.60302633,-1.168274641,0.999430835,0.543297887,0.603449523,-1.174313068,0.999599397,0.840406418,0.887007952,-0.459982455,0.986189723,0.335190684,0.871391892,-0.496902317,0.989927709,0.928928733,1.304276586,-0.641856372,0.085704513,0.250394285,1.332009077,-0.522837222,0.186615258,0.906747222,1.615693569,-1.308131456,0.015317393,0.25883463,1.631703973,-1.191291451,0.03221171,0.930302799,1.730314016,-1.495928049,0.021812724,0.242227241,1.745803118,-1.390886068,0.037474312,0.879832387,1.714875579,-1.572084427,0.035016567,0.280282557,1.728448272,-1.488008738,0.062248159,0.859082103,1.667429686,-1.372036576,0.033844765,0.29601416,1.681439996,-1.259284854,0.058683015,0.733885646,1.69271338,-0.049515583,0.000826783,0.412355989,1.679574132,0.055347763,0.000736483,0.697385132,2.351932764,-0.184604332,0.004839561,0.410572529,2.311511755,-0.311914772,0.001746566,0.694177687,2.948795319,0.418596834,0.000205523,0.407899231,2.914144039,0.122828469,7.04E-05,0.69723165,3.057471991,0.430394888,0.000104432,0.404141426,3.023429871,0.138517588,9.70E-05,0.646829307,3.129785299,-0.329896808,0.000308026,0.462383509,3.094093561,-0.655795217,0.000568412,154,229,28,56,103,-299,3
0,0.575565696,0.520901203,-1.370578051,0.99922955,0.607172847,0.453917623,-1.290918112,0.998564959,0.62858665,0.454272717,-1.291521788,0.998849511,0.64436233,0.454612523,-1.291666508,0.998484671,0.537903011,0.457628459,-1.299943209,0.998625815,0.51719594,0.459919065,-1.299669623,0.998898149,0.502100766,0.462143302,-1.300373793,0.998798907,0.671088517,0.490046978,-0.796411455,0.998716891,0.474524677,0.493358821,-0.825685382,0.999217808,0.620240331,0.598571539,-1.182452321,0.99935174,0.534048438,0.599299967,-1.19207406,0.999563992,0.836437702,0.886277795,-0.462641954,0.984682858,0.327624142,0.872482121,-0.523210824,0.985784113,0.917271972,1.2999686,-0.560906053,0.08555422,0.241726235,1.320978045,-0.523649871,0.128931969,0.901975036,1.603421688,-1.15830493,0.017151173,0.259024799,1.597964764,-1.174320936,0.027853698,0.924651623,1.712803006,-1.327552557,0.02688678,0.245265886,1.7061764,-1.3672328,0.037156854,0.878076196,1.694951534,-1.409948111,0.043314379,0.281934768,1.681918263,-1.460664034,0.062203445,0.857364774,1.648182511,-1.219934702,0.040413089,0.297217876,1.637270331,-1.239815712,0.05742728,0.727243423,1.688865542,-0.039330743,0.000681089,0.407696098,1.678655267,0.044897418,0.000605521,0.694449067,2.35154748,-0.114672914,0.004778315,0.411288023,2.310337067,-0.349887103,0.001384322,0.695818007,2.946364641,0.521863997,0.000174448,0.4145872,2.912352562,0.135647058,5.41E-05,0.698751569,3.051972628,0.53954953,8.85E-05,0.412977755,3.019361734,0.155700848,6.64E-05,0.65092814,3.129630089,-0.189885423,0.000287659,0.465990543,3.088810921,-0.625457048,0.000435327,161,227,29,52,89,-307,2
0,0.512906492,0.535686553,-1.452757239,0.998397946,0.536550462,0.459776044,-1.391553044,0.997660339,0.56290406,0.452909589,-1.392229319,0.99805671,0.585314453,0.448339343,-1.392547488,0.997742176,0.47501868,0.479876637,-1.380461693,0.997480631,0.455208838,0.486914456,-1.380357504,0.997765541,0.437759489,0.494288772,-1.381007671,0.997620702,0.622389257,0.479174823,-0.927699447,0.998342574,0.419040143,0.532968104,-0.855775952,0.9982059,0.578950405,0.608643711,-1.270193458,0.999057949,0.491973221,0.624909341,-1.251798034,0.999082148,0.844041049,0.856943309,-0.569937348,0.988557398,0.32994011,0.907140672,-0.423183352,0.98241967,0.990085244,1.240203619,-0.651750505,0.233941481,0.250267386,1.323714972,-0.294127762,0.166550994,0.982578874,1.549072623,-1.145853043,0.033027809,0.28251946,1.598284006,-0.86986208,0.029720072,1.003227592,1.65860939,-1.284664512,0.039329838,0.283579439,1.713715911,-1.022433519,0.036277786,0.959442616,1.637574792,-1.370493174,0.060650177,0.31502229,1.680796385,-1.105936766,0.058327995,0.94053781,1.595362782,-1.198638558,0.056869905,0.3246153,1.633629322,-0.927940965,0.05591869,0.771546662,1.692221999,-0.0796289,0.002234107,0.457593352,1.6970824,0.084649011,0.001716971,0.768404365,2.343539715,-0.231621817,0.010968663,0.480837584,2.309595585,-0.244038507,0.004289279,0.792916656,2.932171106,0.4375256,0.00042161,0.509487033,2.901916981,0.234793022,0.000256011,0.803180516,3.033038855,0.460844368,0.000171625,0.514191329,2.996696472,0.257965982,0.00032881,0.756353259,3.112512112,-0.259349525,0.000541921,0.563545644,3.096143007,-0.491164386,0.001140088,157,237,29,57,108,-308,3
0,0.569482505,0.524229169,-1.523170114,0.997584462,0.602043092,0.456241161,-1.439118266,0.997356117,0.620715499,0.456606954,-1.439739227,0.996822,0.638653398,0.457834691,-1.439903498,0.997036278,0.536040246,0.458160073,-1.450572729,0.997543633,0.512747645,0.459916234,-1.450796247,0.99735719,0.492448956,0.46117574,-1.451545596,0.997937322,0.66734612,0.495457292,-0.912610233,0.996263623,0.469176859,0.492274433,-0.953773022,0.99766624,0.610193133,0.603985369,-1.323879361,0.997890413,0.527284265,0.601415873,-1.337838411,0.998454869,0.824665904,0.894492447,-0.539714456,0.939094782,0.327221394,0.868454516,-0.54641968,0.94649756,0.928592205,1.291625738,-0.486559719,0.146110058,0.231611997,1.288430333,-0.377246529,0.103123225,0.915301502,1.568728924,-0.97738564,0.022375729,0.250491381,1.552185774,-0.868762851,0.016864931,0.926811576,1.667056561,-1.108875632,0.033299878,0.251420975,1.655834079,-1.014617324,0.028510522,0.898006141,1.6337744,-1.200839281,0.047027089,0.268128663,1.618537903,-1.108153224,0.043063257,0.882015049,1.591104865,-1.035657763,0.042798676,0.276278913,1.578063846,-0.926615536,0.040315103,0.699277937,1.711766601,-0.065579221,0.001764682,0.397210628,1.692888618,0.069942892,0.001571539,0.66556251,2.31691432,-0.244298294,0.009658041,0.382740796,2.266601086,-0.294099271,0.00444937,0.670488715,2.91771245,0.379552275,0.000434271,0.385824561,2.880936861,0.12847504,0.000357676,0.675200641,3.014415026,0.396910369,0.000137502,0.383147448,2.975792408,0.140306562,0.000355343,0.632581353,3.096910715,-0.32064268,0.000785306,0.429698765,3.070815563,-0.622256637,0.002006084,164,234,29,56,97,-313,2
2,0.492448747,0.536424875,-1.151968241,0.999501944,0.514583766,0.461871952,-1.092452168,0.999146223,0.539818347,0.452497333,-1.09301281,0.999406099,0.560690343,0.446123749,-1.093521833,0.999208987,0.454868972,0.488339633,-1.072303176,0.998926222,0.436234951,0.496305496,-1.071528673,0.999203801,0.420880973,0.503351986,-1.071947217,0.998993337,0.597814679,0.473499477,-0.665609241,0.99947685,0.404749483,0.544267297,-0.531392634,0.999340057,0.557645679,0.603339255,-0.987503171,0.999741793,0.474482298,0.620792925,-0.95170337,0.999621809,0.834731877,0.829145551,-0.415241539,0.996201336,0.331919044,0.924977958,-0.276305586,0.995902419,0.977049172,1.206265926,-0.63621819,0.164400369,0.270839274,1.339304328,-0.291714936,0.259346247,0.956718087,1.55069387,-1.266250849,0.046577599,0.291053176,1.616291761,-0.963518262,0.074032843,0.985336661,1.675500631,-1.432800531,0.049063101,0.272029847,1.731968403,-1.128605247,0.075578347,0.921889424,1.676418066,-1.492833495,0.080029979,0.31600076,1.71039319,-1.219643831,0.120368697,0.901189804,1.629263401,-1.315753222,0.077562377,0.332046211,1.662940264,-1.025518656,0.112818286,0.795580864,1.652804971,-0.11807213,0.00150809,0.473838627,1.678970695,0.123419583,0.00128306,0.79987222,2.315577984,-0.096110091,0.002051577,0.492449433,2.333724976,0.278934598,0.001102914,0.822025299,2.895910025,0.591653883,0.000580455,0.529476821,2.912890911,0.827424407,7.57E-05,0.839420199,2.995565176,0.618895292,0.000351453,0.534615755,3.006524086,0.857536018,0.000225561,0.768239617,3.078758717,-0.119189002,0.000314186,0.591207206,3.110000849,0.118857883,0.000467318,169,240,31,59,99,-319,2
2,0.493011087,0.535158396,-1.125793338,0.999688506,0.514783502,0.460333645,-1.070806265,0.999450982,0.539833724,0.450910568,-1.071300626,0.999601007,0.56092906,0.444397748,-1.071812034,0.999479413,0.456084818,0.485811114,-1.046467543,0.999300301,0.437762171,0.493399829,-1.045708537,0.999465585,0.422510237,0.500314713,-1.046137571,0.999335647,0.598406017,0.471871287,-0.665941834,0.999639153,0.408376753,0.53972739,-0.515946269,0.999544322,0.557256997,0.600691259,-0.969020188,0.999835789,0.475527823,0.618217051,-0.930575669,0.999736071,0.832981229,0.826464474,-0.43002978,0.996939659,0.33428508,0.920205474,-0.270448238,0.996855676,0.97201407,1.210837483,-0.618081927,0.15397571,0.275006831,1.330276847,-0.276971877,0.255332083,0.951543629,1.561801791,-1.16509068,0.054012436,0.296210915,1.609546781,-0.898449063,0.088307098,0.980699837,1.687239408,-1.321236014,0.06116299,0.276983857,1.72710371,-1.05429244,0.096176408,0.91926527,1.685722113,-1.3840518,0.100269921,0.322406471,1.701740026,-1.139752507,0.152356237,0.898650646,1.639416814,-1.213642597,0.096450306,0.339001864,1.655123949,-0.957606673,0.141800582,0.795348287,1.645857573,-0.127235219,0.001213053,0.474978745,1.672267675,0.132461116,0.00105825,0.801510692,2.313465118,-0.07605692,0.001247005,0.497607887,2.332654238,0.339052022,0.000644785,0.823090732,2.89087081,0.654592395,0.000472841,0.533056021,2.908391476,0.934301853,4.66E-05,0.840495288,2.986831665,0.687005877,0.000279159,0.538895309,3.000449181,0.973181427,0.000160145,0.768863082,3.076760054,-0.042339455,0.000240803,0.589435458,3.108160257,0.247162774,0.00034248,170,223,30,52,75,-311,2
2,0.516563237,0.516165793,-1.237793684,0.999722838,0.540278018,0.449623227,-1.164450765,0.999437034,0.562900543,0.446394563,-1.164944768,0.999623775,0.582740068,0.443936944,-1.165338635,0.99944514,0.47775659,0.46464777,-1.155734301,0.999307275,0.459450811,0.471028954,-1.155105829,0.999522984,0.442906946,0.476207078,-1.155596614,0.9993487,0.612367272,0.472473204,-0.686708093,0.999609411,0.420907676,0.513548315,-0.622870624,0.999602854,0.571335793,0.587339461,-1.061378598,0.999842942,0.486611426,0.598662198,-1.042124867,0.999781966,0.822609246,0.827941358,-0.405477822,0.997446418,0.328536749,0.909347713,-0.349990845,0.997426331,0.993652165,1.204029322,-0.605217993,0.235887453,0.25942713,1.3349154,-0.312743157,0.286732674,0.983626187,1.534101844,-1.304042101,0.056791004,0.284694225,1.621576905,-0.977549851,0.099167526,1.012760401,1.65637064,-1.488246441,0.061495755,0.267323911,1.739401102,-1.151741028,0.102968909,0.947340608,1.654030442,-1.556344748,0.099158227,0.312001705,1.71993494,-1.256788492,0.158796817,0.926253617,1.605642557,-1.359198928,0.095897868,0.326396704,1.671216726,-1.044639111,0.152636811,0.781308174,1.659610629,-0.092371002,0.001355715,0.451619774,1.687564731,0.097726248,0.001181406,0.789754152,2.331866503,-0.028237507,0.00137331,0.487089068,2.348270416,0.114376172,0.000712866,0.813307643,2.923410177,0.734296203,0.000499144,0.518204868,2.945711613,0.684516728,5.68E-05,0.828023314,3.030293703,0.767442107,0.000312602,0.520884871,3.051440477,0.718874335,0.000162594,0.767503321,3.110866785,0.02794159,0.000282215,0.579852521,3.133085012,-0.079389244,0.000351629,172,226,30,54,78,-314,2
2,0.492979109,0.56158489,-1.100868821,0.999172986,0.515112638,0.484016448,-1.055894256,0.998409092,0.539652228,0.4755463,-1.056498051,0.998872638,0.564697385,0.467173874,-1.056998134,0.998522699,0.459083796,0.505812049,-1.022904873,0.998138368,0.442736089,0.515354335,-1.022143126,0.998585284,0.423081934,0.525378644,-1.022617579,0.998300135,0.609860122,0.487477958,-0.684363127,0.999010444,0.415262401,0.555195093,-0.494947016,0.998845518,0.5564695,0.626066387,-0.956273437,0.999499917,0.480072796,0.646886408,-0.903370261,0.999328256,0.848460197,0.83923763,-0.435120016,0.993183553,0.34610039,0.925916076,-0.239881754,0.994324803,0.99109,1.240099072,-0.604424059,0.149605006,0.279252142,1.337569356,-0.172956064,0.197397873,0.958956718,1.569853425,-1.107796669,0.03838722,0.298089623,1.62497437,-0.734562218,0.0593029,0.982189357,1.689406037,-1.248661757,0.044790708,0.280121624,1.744198084,-0.875320911,0.069383748,0.921801865,1.680517197,-1.304766893,0.072954655,0.323886395,1.719918132,-0.954577804,0.110798799,0.903303504,1.635666251,-1.15177238,0.072055236,0.341575384,1.671923518,-0.791351736,0.10522598,0.7953915,1.6704669,-0.114855863,0.000885241,0.47508654,1.68751967,0.120262519,0.00080452,0.796712041,2.339366436,-0.138187915,0.002135027,0.497515142,2.343499899,0.173950866,0.001346651,0.819054723,2.926913977,0.527541757,0.000431337,0.535408378,2.934122324,0.65418756,8.57E-05,0.837330639,3.029565096,0.555026948,0.000239049,0.541342735,3.032299042,0.681041002,0.000219964,0.762171328,3.112206221,-0.154115543,0.00029061,0.592778563,3.133420229,-0.033822868,0.000519967,174,231,31,55,81,-319,2
2,0.493756473,0.560257494,-1.113112211,0.999484122,0.51598233,0.483896285,-1.068637133,0.999024689,0.540826023,0.475125104,-1.069146395,0.999310076,0.565267861,0.466627628,-1.069629073,0.999080122,0.459431082,0.505915821,-1.036661863,0.998828292,0.442756474,0.515521944,-1.035787344,0.999106348,0.423841536,0.525492013,-1.03618741,0.998892367,0.609540343,0.486756951,-0.693149805,0.999397635,0.414961517,0.555826008,-0.510011435,0.999271095,0.558063269,0.625000119,-0.968677998,0.99970448,0.480968475,0.646659195,-0.916591167,0.999573529,0.849846184,0.841551483,-0.449330151,0.994835854,0.345174849,0.926945925,-0.255104959,0.995654345,0.98214978,1.249636531,-0.570660174,0.139340729,0.279264092,1.340197325,-0.171318442,0.199815869,0.955002308,1.577563047,-1.038595438,0.040023584,0.300018549,1.628591657,-0.737538695,0.06377434,0.979155064,1.698251724,-1.176116347,0.048016012,0.282554448,1.747381926,-0.876539111,0.074497588,0.918983936,1.687699556,-1.23420167,0.079786614,0.32687515,1.723810315,-0.958408654,0.120611012,0.900449932,1.640955448,-1.082504153,0.078125656,0.344310343,1.67549777,-0.79422009,0.113916188,0.799927175,1.673069,-0.121332347,0.000807816,0.478667885,1.691242456,0.126706094,0.000725549,0.801649392,2.343364239,-0.087377504,0.001755485,0.498723984,2.355888844,0.321318924,0.001014335,0.822757363,2.926235437,0.624442935,0.000456445,0.537102759,2.935512066,0.853412628,6.23E-05,0.841002643,3.026707172,0.655863166,0.000253229,0.543797433,3.030575752,0.886523068,0.000183996,0.766585052,3.111891985,-0.05239765,0.000260339,0.591661751,3.138759613,0.20080848,0.000400321,175,233,31,56,83,-321,2
0,0.613228917,0.507592916,-1.435441256,0.996598184,0.645371199,0.443338662,-1.335975647,0.994505823,0.663559079,0.445144653,-1.336617231,0.994800091,0.683124304,0.447183639,-1.336792946,0.993640065,0.577240229,0.440483868,-1.360820651,0.995578885,0.552620232,0.44169125,-1.360904455,0.99648273,0.531420767,0.44360131,-1.361782074,0.996691227,0.709635615,0.489414155,-0.779543042,0.992113352,0.506303072,0.484164834,-0.884666145,0.997253835,0.651585877,0.591379046,-1.229605436,0.996516824,0.568842828,0.588340938,-1.261069894,0.99826479,0.844151139,0.888811469,-0.396683455,0.932663918,0.344938219,0.883136213,-0.560534716,0.962175965,0.941464603,1.297165632,-0.300897896,0.087773763,0.222357661,1.315754652,-0.491590172,0.135958239,0.934629261,1.572197676,-0.753162503,0.011323041,0.273224264,1.548657656,-1.017771363,0.020184582,0.950057209,1.672379375,-0.875471413,0.017726269,0.280599982,1.644459248,-1.178311944,0.027857594,0.918078244,1.647337556,-0.96750772,0.026254792,0.310151994,1.60948956,-1.26463151,0.043870218,0.900703311,1.604431868,-0.812728882,0.024789775,0.314270854,1.570926189,-1.072943926,0.04161958,0.726585805,1.709998012,-0.017030858,0.001465576,0.412879467,1.69735229,0.021444477,0.001342618,0.707437396,2.36392951,-0.090806313,0.010023716,0.431033283,2.321782112,-0.301758617,0.003017383,0.722206891,2.960985661,0.543657124,0.000557909,0.446778119,2.923208714,0.179704055,0.00020944,0.724688947,3.062322855,0.561699033,0.000245751,0.442001969,3.023001432,0.198130578,0.000258638,0.686394572,3.14076829,-0.157787204,0.000832785,0.499381453,3.098021269,-0.571220458,0.00117872,172,253,19,49,111,-357,3
0,0.600743771,0.506426752,-1.30582118,0.997858047,0.633333445,0.444326192,-1.214871526,0.996779859,0.650215805,0.445714265,-1.215540171,0.996616662,0.667944789,0.448248595,-1.215739012,0.99647063,0.566972196,0.444231242,-1.230793834,0.997156084,0.544323802,0.446272552,-1.230680823,0.99740839,0.522878289,0.448614776,-1.23149848,0.997847378,0.693498433,0.489220172,-0.698597312,0.995393276,0.497802645,0.484138876,-0.760577857,0.997921765,0.63879776,0.586465895,-1.114574075,0.998125017,0.557726502,0.58378619,-1.133574724,0.998812258,0.834111035,0.877109826,-0.346695185,0.951305151,0.344410777,0.872905016,-0.466049433,0.971015096,0.906449318,1.285728812,-0.29614681,0.0820418,0.253592432,1.295860767,-0.360941023,0.15784882,0.89808923,1.58409369,-0.76048398,0.014867562,0.258283287,1.563579679,-0.909671009,0.029549789,0.916545689,1.68578136,-0.889061749,0.024001265,0.247990087,1.664945245,-1.081932664,0.04101491,0.884462535,1.667254925,-0.987534046,0.035710886,0.275897712,1.636896849,-1.178335905,0.065184928,0.864544392,1.62492907,-0.823876679,0.033280451,0.289051175,1.596706033,-0.972232699,0.060231142,0.719052553,1.682398438,-0.030448247,0.001446827,0.416332394,1.667882442,0.035207354,0.001227473,0.688941836,2.329280376,-0.134318918,0.006412385,0.408963531,2.284888268,-0.285655826,0.002582128,0.699439287,2.918689013,0.448887169,0.000343171,0.423477709,2.874431133,0.142695993,0.000170407,0.703370571,3.019026756,0.461547554,0.00015385,0.42044729,2.970120907,0.157262325,0.000207473,0.661812425,3.084577322,-0.247829005,0.000520763,0.474082619,3.045554161,-0.593960881,0.001006169,173,251,19,47,106,-358,3
0,0.593894958,0.51230675,-1.33410871,0.997743309,0.627776027,0.449541777,-1.243095517,0.996574402,0.646790802,0.450273901,-1.243737221,0.996447146,0.664798439,0.452660918,-1.243910313,0.996186495,0.561756849,0.449969411,-1.259197116,0.996987402,0.538291812,0.45270294,-1.259200573,0.997337103,0.518307567,0.454660535,-1.260035753,0.997733951,0.692394793,0.492791981,-0.722061574,0.995043635,0.495514959,0.487416297,-0.788282454,0.997852266,0.635060608,0.590802312,-1.141247034,0.998014212,0.55279243,0.588336229,-1.161112905,0.998720467,0.831757724,0.881168365,-0.344235599,0.945706666,0.347816825,0.878932893,-0.472954839,0.970773697,0.915573001,1.283989191,-0.229900762,0.080545567,0.26004678,1.292676568,-0.335333258,0.161346808,0.904321551,1.573596597,-0.664579868,0.014544954,0.265491098,1.545737386,-0.833767295,0.030494587,0.918372452,1.673202038,-0.78237927,0.02320455,0.257594675,1.643503308,-0.992211163,0.042261261,0.889118671,1.649863362,-0.880441785,0.03401617,0.28270188,1.61323297,-1.095466375,0.066328861,0.870860279,1.608019114,-0.725866199,0.031675387,0.294434667,1.574495196,-0.896936417,0.061282475,0.720282435,1.684486985,-0.023611788,0.001624466,0.419317782,1.668952584,0.028123384,0.001382568,0.693612993,2.326208353,-0.140740484,0.007639241,0.41695562,2.282952785,-0.298415333,0.003041435,0.708139837,2.91415906,0.451170594,0.000450982,0.436380714,2.874922752,0.121633925,0.000214781,0.712411523,3.013677359,0.464184046,0.000207521,0.434345305,2.969588995,0.134666309,0.000271512,0.674538016,3.079889059,-0.240503028,0.000649991,0.48647514,3.046722889,-0.61755991,0.001239022,173,251,19,46,105,-359,3
